value,filename
"ton, took Prank Leavell, a one- legged",88317_0.txt
negro. from the jail here and lynched him,88317_0.txt
in a near- by wood.,88317_0.txt
Lavell was arrested on the charge of,88317_0.txt
attempting to enter the room of a young,88317_0.txt
lady at Trenton last Saturday night.,88317_0.txt
confessed. He,88317_0.txt
Mob Hangs a Negro.,88319_0.txt
MEMPHIS. OCT. 10.- Luther Billings.,88319_0.txt
"a negro. twenty- seven years old, was",88319_0.txt
hanged by a mob at Brunswick Tenn,88319_0.txt
"to- day for attacking a white woman.,",88319_0.txt
NEGRO LYNCHED.,88320_0.txt
( By Associated Press.),88320_0.txt
"Elkton, Oct. 1.- Shortly after",88320_0.txt
"midnight last night, a mob took Frank",88320_0.txt
"Levell, a one- legged negro, from the",88320_0.txt
jail here and lynched him in a near.,88320_0.txt
by woods. Levell confessed to attempting,88320_0.txt
to enter the room of a young,88320_0.txt
"white woman at Trenton, last",88320_0.txt
day. Satur,88320_0.txt
restoration of old wage scale- One,88321_0.txt
man and seven negroes lynched,88321_0.txt
"white at Watkinsville, Ga- Phillipsburg,",88321_0.txt
a negro name Lee Black. Black,88323_0.txt
had been sentenced by a magistrate,88323_0.txt
to thirty days in jail for,88323_0.txt
carrying a pistol. While being,88323_0.txt
"guarded at the constable's home,",88323_0.txt
a mob of a dozen or more masked,88323_0.txt
men rushed into the house,88323_0.txt
"about midnight, overpowered",88323_0.txt
"officer, and took Black away. the",88323_0.txt
"Springfield, O., Feb. 28.- At 1",88323_1.txt
o'clock this morning that section,88323_1.txt
of the city populated by negroes,88323_1.txt
is lighted by the blaze of burning,88323_1.txt
"buildings, a mob of 2,000 men",88323_1.txt
"and boys is firing other buildings,",88323_1.txt
the worst violence is threatened,88323_1.txt
the police have lost control,88323_1.txt
and of the situation.,88323_1.txt
value.,88324_0.txt
A Negro Brute Lynched.,88324_0.txt
"Nashville, Tenn., Aug. 30.- A negro",88324_0.txt
named George Johnson was hanged by,88324_0.txt
"a mob at Murfreesboro, 30 miles south",88324_0.txt
"of here, about nine o'clock Friday",88324_0.txt
night. The negro Friday morning at,88324_0.txt
tempted an assault upon a Miss Morrival,88324_0.txt
"ris, seven miles from Murfreesboro.",88324_0.txt
He was captured and taken to Mur,88324_0.txt
freesboro where the young lady identified,88324_0.txt
"him,, and he confessed.",88324_0.txt
"Dallas, Tex., March 8.- Judge Seay,",88325_0.txt
in the criminal district court yester,88325_0.txt
day delivered a special charge to,88325_0.txt
the grand jury instructing that body,88325_0.txt
to investigate and indict the leaders,88325_0.txt
1,88325_0.txt
of mob who lynched Allen,88325_0.txt
Brooks the last week.,88325_0.txt
Charged That They Ran Away From,88326_0.txt
Mob That Lynched Negro.,88326_0.txt
"Fort Smith, May 8.- Six of the police",88326_0.txt
officers who were discharged,88326_0.txt
from the force at the time of the,88326_0.txt
lyuching in this city have been indicted,88326_0.txt
", and are under bond on charge",88326_0.txt
"of nonfeasance in office, it being",88326_0.txt
charged that they went away from,88326_0.txt
the mob which lynched the young ne,88326_0.txt
Lewis.,88326_0.txt
"gro,",88326_0.txt
The jury indicted Officer John B.,88326_0.txt
Williams for involuntary manslaughter,88326_0.txt
", it being in evidence that his",88326_0.txt
pistol was discharged in striking the,88326_0.txt
"negro over the head, the bullet kill-",88326_0.txt
"ing his fellow- officer, Andy Carr, because",88326_0.txt
of whose death the negro was,88326_0.txt
lynched. Detective Pitcock is also,88326_0.txt
"under bond, charged with assault to",88326_0.txt
kill shooting at the negro when he,88326_0.txt
was in fleeing.,88326_0.txt
Shooting Followed Family Quarrel,88327_0.txt
and Murderer May Be Lynched,88327_0.txt
One Victim Was Trooper's,88327_0.txt
Sister.,88327_0.txt
"Huntington, W. Va., Aug. 13.- Ken-",88327_0.txt
neth Barrett and his wife and Daisy,88327_0.txt
"Dawson, a sister of the latter, were",88327_0.txt
shot and killed in their homes here,88327_0.txt
"tonight by Mrs. Barrett's brother, a",88327_0.txt
soldier of the United States,88327_0.txt
"army,",88327_0.txt
home on a furlough. The shooting,88327_0.txt
followed a family quarrel and took,88327_0.txt
place one hour after Mrs. Barrett,88327_0.txt
gave birth to a child. The murderer,88327_0.txt
was arrested and lodged in the county,88327_0.txt
"jail, but at a late hour a mob",88327_0.txt
threatened to overpower the,88327_0.txt
ties and lynch the trooper. authori,88327_0.txt
NEGRO HANGED,88328_0.txt
AT MONTICELLO,88328_0.txt
CONFESSES TO ATTEMPTED ASSAULT,88328_0.txt
ON WOMAN AT WILMAR,88328_0.txt
"-1,000 MEN IN MOB",88328_0.txt
"Monticello, March 22.- Phil Slater,",88328_0.txt
"negro, aged 50, was lynched here to",88328_0.txt
night on the public square by a mob of,88328_0.txt
"about 1,000 men for attempting to assault",88328_0.txt
a white woman at Wilmar a week,88328_0.txt
ago. The negro was identified by the,88328_0.txt
woman this afternoon.,88328_0.txt
""" I done it, gentlement, but please",88328_0.txt
"give me a trial,"" the negro pleaded",88328_0.txt
with the leaders of the mob. A rope,88328_0.txt
"had been placed around his neck, and",88328_0.txt
the other end thrown over a telephone,88328_0.txt
cable. The body was raised several feet,88328_0.txt
The,88328_0.txt
"into the air, and then lowered.,",88328_0.txt
"rope was loosened, and Slater was asking",88328_0.txt
It,88328_0.txt
ed if he had anything to say. was,88328_0.txt
then that he confessed.,88328_0.txt
Instead of granting the black's re,88328_0.txt
"quest, the mob again hoisted the body,",88328_0.txt
and immediately pistols were brought,88328_0.txt
More than 100 shots were,88328_0.txt
into play.,88328_0.txt
fired into the negro's body.,88328_0.txt
Slater's body was cut down about,88328_0.txt
"an hour after, the lynching, and turn",88328_0.txt
undertaker. A coroner's,88328_0.txt
ed over to an,88328_0.txt
inquest probably will be conducted to,88328_0.txt
morrow after which relatives of the,88328_0.txt
"negro will, take charge of the body.",88328_0.txt
Arrested by Mayor.,88328_1.txt
Slater was arrested at Wilmar this,88328_1.txt
morning by Mayor L. E. Dunlap and,88328_1.txt
former City Marshal Frank Owens of,88328_1.txt
Wilmar. He was placed in jail with,88328_1.txt
three other negroes. The woman who,88328_1.txt
was attacked pointed out Slater as her,88328_1.txt
assailant when the four were brought,88328_1.txt
before her.,88328_1.txt
A short time later Sheriff H. C.,88328_1.txt
Burks and two deputies left Monticello,88328_1.txt
"in an automobile, with the prisoner.",88328_1.txt
They had planned to take him to Pine,88328_1.txt
However ..,88328_1.txt
Bluff for safe- keeping.,88328_1.txt
about two miles out of town they were,88328_1.txt
met by about 50 armed men who announced,88328_1.txt
their intention of lynching,88328_1.txt
Slater. The officers decided to return,88328_1.txt
the prisoner to Monticello and to summon,88328_1.txt
extra guards to protect him.,88328_1.txt
Reaching the jail the officers found,88328_1.txt
a large crowd had gathered. They,88328_1.txt
locked the prisoner in a cell and Sheriff,88328_1.txt
"Burks started to leave town, carrying",88328_1.txt
the keys with him. He was stopped,88328_1.txt
"by members of the mob, however, and",88328_1.txt
refused to turn,88328_1.txt
informed that if he,88328_1.txt
over the keys the jail doors would be,88328_1.txt
battered down. He surrendered the,88328_1.txt
leaders of the,88328_1.txt
pleaded with,88328_1.txt
keys but,88328_1.txt
"mob, not to lynch the negro.",88328_1.txt
"1,000 Men in Mob",88328_2.txt
Shortly before 8 o'clock tonight more,88328_2.txt
"than 1,000 men had collected at the jail",88328_2.txt
"Eight men went to Slater's cell, released",88328_2.txt
him and started for the public,88328_2.txt
square. The mob was orderly.,88328_2.txt
The point where the lynching occurred,88328_2.txt
probably had been selected previous,88328_2.txt
", as all members of the mob seemed",88328_2.txt
to know where to go. A long rope was,88328_2.txt
lying on the ground underneath the,88328_2.txt
telephone cable. One end of it was,88328_2.txt
"thrown over the cable, while the other",88328_2.txt
was tied about the negro's neck.,88328_2.txt
""" Let him go."" some on shouted, and",88328_2.txt
the negro's body was slowly hoisted,88328_2.txt
It was let down immediately. Slater,88328_2.txt
confessed and again his body was,88328_2.txt
This time it was riddled,88328_2.txt
drawn up.,88328_2.txt
bullets.- Gazette.,88328_2.txt
with -0,88328_2.txt
NEGRO LYNCHED,88329_0.txt
AT FORT SMITH,88329_0.txt
Shot and Mortally Wounded,88329_0.txt
Deputy Constable Andy,88329_0.txt
Carr Last Night.,88329_0.txt
A MOB HANGED HIM,88329_0.txt
"Battered Down Jail Entrance, Dragged",88329_0.txt
Negro Out and Hanged Him to,88329_0.txt
Trolley Pole.,88329_0.txt
"Fort Smith, Ark., March 23- Sa-",88329_0.txt
"ford Lewis, a negro was lynched by",88329_0.txt
a mob at midnight tonight for shooting,88329_0.txt
"deputy Constable Andy Carr,",88329_0.txt
former well known detective andi,88329_0.txt
Frisco railroad special service man.,88329_0.txt
The officer had in erferred in,88329_0.txt
quarrel between a negro wench,88329_0.txt
"and a negro, when Lewis pulled a",88329_0.txt
gun and shot the officer as the latter,88329_0.txt
was taking him to jail. Carr,88329_0.txt
thought to be fatally wounded but,88329_0.txt
the mob was informed that he wis,88329_0.txt
dead.,88329_0.txt
Procuring railroad rails and,88329_0.txt
sledges the mob leaders battered,88329_0.txt
down the jail entrance and dragged,88329_0.txt
forth the negro who made no out-,88329_0.txt
He was hanged to a trolley pole,88329_0.txt
on the main street. The officers,88329_0.txt
made only passive resistance being,88329_0.txt
"outnumbered by the mob.,",88329_0.txt
""" Slab"""" Pitts, a negro, who was",88330_0.txt
"run out of Roswell, N. M., after",88330_0.txt
serving 90 days for violating the,88330_0.txt
"Edmunds act, was lynched by cow",88330_0.txt
"boys near there. The accessory, a",88330_0.txt
white woman. followed the negro to,88330_0.txt
"Toyah, and they were living togeth-",88330_0.txt
er. The cowbovs went in the night,88330_0.txt
and placed a rope around the neck,88330_0.txt
of the negro He was dragged to,88330_0.txt
death and then. hanged.,88330_0.txt
NEGRO. LYNCHES A MOB,88331_0.txt
Gazette.,88331_0.txt
"Hattiesburg, Miss., March 20.- Ar-",88331_0.txt
"thur Jennings, negro held here on a",88331_0.txt
charge of killing a negro woman several,88331_0.txt
"days ago, was taken from the county",88331_0.txt
jail early today by armed men who,88331_0.txt
overpowered the sheriff. At daylight,88331_0.txt
negro's body was found hanging in,88331_0.txt
a the tree near the city.,88331_0.txt
MOB HANGS TWO NEGROES,88332_0.txt
"Marshall. Tex., April 30.- A",88332_0.txt
mob entered the county jail here,88332_0.txt
"early today, secured two negroes,",88332_0.txt
"Crecle Mose and Mat Chase, and",88332_0.txt
"lynched them. The militia,",88332_0.txt
which had been guarding the,88332_0.txt
"jail for the past three days, were",88332_0.txt
"relieved at midnight, and the",88332_0.txt
citizens formed a mob immediately,88332_0.txt
", taking the authorities by sur-",88332_0.txt
Mose Hill and Chase,88332_0.txt
prise.,88332_0.txt
were charged with firing upon,88332_0.txt
and killing Deputy Sheriff Mark,88332_0.txt
Huffman and wounding Constable,88332_0.txt
Alex Cargill a few days,88332_0.txt
ago while raiding a crap game.,88332_0.txt
No arrests have been made.,88332_0.txt
"The mob numbered 40 men,",88332_0.txt
and battered in the north wall of,88332_0.txt
"the jail, grabbed the keys from",88332_0.txt
the jailer and rushed the trembling,88332_0.txt
blacks to the street. They,88332_0.txt
were taken four blocks south of,88332_0.txt
"the jail to Pope's pasture, where",88332_0.txt
they were hanged. Chase made,88332_0.txt
a desperate attempt to free him,88332_0.txt
"self, but was overpowered and",88332_0.txt
lynched with the other.,88332_0.txt
"Jesse Jefferson, one of the ne",88332_0.txt
"groes implicated in the shooting,",88332_0.txt
was left in his cell. The mob,88332_0.txt
proceeded about its work in an,88332_0.txt
"manner, and there was",88332_0.txt
orderly little excitement.,88332_0.txt
Texas Mob Lynches Negro.,88333_0.txt
"Marshall, Tex.- Willie Ollie, a negro",88333_0.txt
", charged with attacking a white",88333_0.txt
woman at a place five miles west of,88333_0.txt
"Marshall, was hanged to a near",88333_0.txt
the scene of the attack by a tree mob.,88333_0.txt
"Fort Smith, Ark. The mob that",88334_0.txt
"lynched Bob Turner, the Eufaula,",88334_0.txt
"Okla., negro, at Muldrow, Okla., after",88334_0.txt
"he had killed George Cason, a white",88334_0.txt
"farmer, and attacked his wife, will",88334_0.txt
not be punished. Both District Judge,88334_0.txt
John Pitchford of Tahlequar and,88334_0.txt
County Attorney J. E. Shackleford of,88334_0.txt
"Sallisaw, declared they would take no",88334_0.txt
"further cognizance of the affair, and",88334_0.txt
as far as they are concerned the matter,88334_0.txt
is closed.,88334_0.txt
Both declared emphatically that,88334_0.txt
they were in sympathy with the work,88334_0.txt
of the mob and that the lynching was,88334_0.txt
justifiable. The two officials also declared,88334_0.txt
if there were any prosecutions,88334_0.txt
as a result the lynching the prosecutions,88334_0.txt
would of be instigated by some,88334_0.txt
""" Members of Mob May Rest in Peace",88334_0.txt
"So Far as I am Concerned,""",88334_0.txt
Says- Negroes Aided,88334_0.txt
He in Lynching Bee.,88334_0.txt
one besides themselves.,88334_1.txt
Negro Justly Punished.,88334_1.txt
""" If there ever was a crime commit",88334_1.txt
ted under the sun that deserved the,88334_1.txt
"punishment that brute received,"" declared",88334_1.txt
"Judge Pitchford,"" It was the",88334_1.txt
affair at Muldrow. That negro got,88334_1.txt
what he deserved. I do not intend,88334_1.txt
making any effort whatever to prose,88334_1.txt
cute the lynchers.,88334_1.txt
""" The mob saved the county a big",88334_1.txt
"expense by lynching the negro, as",88334_1.txt
well as preparing a lesson for the future,88334_1.txt
. I doubt if any grand jury could,88334_1.txt
be secured in the entire Southwest to,88334_1.txt
"indict the men who made up the mob,",88334_1.txt
and I am more than certain that if indictments,88334_1.txt
were returned the defend,88334_1.txt
ants never would be convicted. Prosecutions,88334_1.txt
only prove a needless,88334_1.txt
"expense."" would",88334_1.txt
Says Lynching Was Justified.,88334_2.txt
""" I wouldn't spend one cent to prosecute",88334_2.txt
"the members of the mob,"" declared",88334_2.txt
District Attorney Shackleford.,88334_2.txt
""" I think the lynching was perfectly",88334_2.txt
justifiable and so far as I am con.,88334_2.txt
cerned the members of the mob may,88334_2.txt
rest in peace. A lynching is a nasty,88334_2.txt
"affair, but where a crime like this",88334_2.txt
man committed is involved lynch law,88334_2.txt
"is perfectly justifiable.""",88334_2.txt
Everything was quiet at Muldrow.,88334_2.txt
Reports that negroes were being ordered,88334_2.txt
out of town met with emphatic,88334_2.txt
"denial, as did reports that negroes",88334_2.txt
"arming themselves. In fact, ne.",88334_2.txt
were groes helped to lynch Turner.,88334_2.txt
Was Roughly Handled by Mob- New,88335_0.txt
Jail and Court House Partially,88335_0.txt
Destroyed by Fire- Negro,88335_0.txt
Is Lynched.,88335_0.txt
"Omaha, Neb.- A lynching which developed",88335_0.txt
many characteristics of a race,88335_0.txt
riot held this city terrorized for nine,88335_0.txt
hours.,88335_0.txt
Mayor Smith died as a result of,88335_0.txt
abuse received at the hands of the,88335_0.txt
mob which lynched a negro and which,88335_0.txt
the mayor sought to dissuade from its,88335_0.txt
purpose.,88335_0.txt
The riot centered about the magnif,88335_0.txt
"cent new court house building, which",88335_0.txt
was set on fire in the efforts to reach,88335_0.txt
"William Brown, a negro, charged with",88335_0.txt
"riminally attacking Agnes Lobeck, a",88335_0.txt
"white girl, a few days ago.",88335_0.txt
With the flames mounting steadily,88335_0.txt
"from floor to floor, Sheriff Mike Clark",88335_0.txt
and his deputies fought a battle of,88335_0.txt
"hours to save Brown, but with the cries",88335_0.txt
of 100 or more prisoners on the top,88335_0.txt
floor the jail floor- ringing in his,88335_0.txt
"ears, he was compelled to surrender",88335_0.txt
the prisoner.,88335_0.txt
The negro was hurried to an electric,88335_0.txt
light pole and banged.,88335_0.txt
The negro was pulled out on the,88335_0.txt
"south side of the court house, giving",88335_0.txt
the firemen an opportunity to work,88335_0.txt
"on the north side, where fire",88335_0.txt
started. the,88335_0.txt
CONTRACTOR NOT GUILTY,88336_0.txt
Acquitted of Leading Mob Contractor,88336_0.txt
Given Freedom.,88336_0.txt
Western Newspaper Union News Service.,88336_0.txt
"Waldron.- John Stowers, Oklahoma",88336_0.txt
"contractor, charged with being a lead",88336_0.txt
of the mob which lynched Sanford,88336_0.txt
"Lewis, a young negro, on one of the",88336_0.txt
"main streets of Fort Smith, March",88336_0.txt
"26, was acquitted",88336_0.txt
here. The jury,88336_0.txt
was out 27 hours. John,88336_0.txt
"Williams,",88336_0.txt
charged with involuntary manslaughter,88336_0.txt
", following the death of Deputy",88336_0.txt
"Constable Andy Carr, for which the",88336_0.txt
"negro was lynched was blamed, was",88336_0.txt
also acquitted.,88336_0.txt
The trials of the two men were,88336_0.txt
brought here on a change of venue,88336_0.txt
"after a continuance was denied in Fort,",88336_0.txt
The passage of the Toney bill preventing,88337_0.txt
"mob violence and lynching,",88337_0.txt
the Rowland bill providing for the,88337_0.txt
establishment of a home for tuberculosis,88337_0.txt
sufferers and the Fletcher bill,88337_0.txt
extending jurisdiction over the Mis,88337_0.txt
"sissippi river, the defeat of the Keel",88337_0.txt
bill preventing corporations from giving,88337_0.txt
information in regard to destination,88337_0.txt
of shipments and the usual closing,88337_0.txt
exercises were the features,88337_0.txt
the final session in the House. of,88337_0.txt
NEGROES BEAT UP,88338_0.txt
A MILITIAMAN,88338_0.txt
Mob Nearly Lynched Negroes Who,88338_0.txt
Attacked Private In Washing,88338_0.txt
ton City.,88338_0.txt
"Washington, July 26.- George M.",88338_0.txt
"H. Bennett, a private in the District",88338_0.txt
"National Guard, is in a hospital to",88338_0.txt
"day with a fractured skull, and three",88338_0.txt
of his negro assailants are in jail,88338_0.txt
awaiting the outcome of his injuries.,88338_0.txt
"Bennett, it is believed, will die. The",88338_0.txt
negroes were rescued with difficulty,88338_0.txt
from an infuriated crowd of Ben,88338_0.txt
nett's mates; two mounted policemen,88338_0.txt
holding the guardsmen off. Three,88338_0.txt
"companions of the negroes, who",88338_0.txt
"joined in the attack on Bennett, made",88338_0.txt
"escape, and are being sought",88338_0.txt
their by the police.,88338_0.txt
JURIST DEPLORES,88339_0.txt
LYNCHING OF NEGRO,88339_0.txt
""" Law Should Have Been Allowed",88339_0.txt
"to Take its Course,""",88339_0.txt
Says Judge Cotham.,88339_0.txt
FUNERAL IS HELD,88339_0.txt
-,88339_0.txt
All Hot Springs Firms Suspends Business,88339_0.txt
for an Hour During,88339_0.txt
Services.,88339_0.txt
"Hot Springs, June 21.- Speaking",88339_0.txt
from the viewpoint of law enforcement,88339_0.txt
", Circuit Judge Calvin T. Cont",88339_0.txt
"nam today issued a statement, in",88339_0.txt
which he expressed regret over the,88339_0.txt
action of the pob that last night lynched,88339_0.txt
"Will Norman, the negro who",88339_0.txt
"murdered Garland Huff, daughter of",88339_0.txt
Judge and Mrs. C. Floyd Huff. After,88339_0.txt
declaring that the murder of the in-,88339_0.txt
"nocent girl was"" the most horrible",88339_0.txt
and outrageous in the category of,88339_0.txt
"crime,"" and expressing the deepest",88339_0.txt
sympathy for Judge and Mrs. Huff,88339_0.txt
Jude Cotham said:,88339_0.txt
""" Two wrongs, however, never make",88339_0.txt
a right. As I have said on other occasions,88339_0.txt
", the law is sufficient. The",88339_0.txt
"legislature of 1909, with a view to the",88339_0.txt
prevention of mob violence and lynch,88339_0.txt
"law in cases like this, passed a law,",88339_0.txt
"which authorized the circuit judge,",88339_0.txt
when notified that there is danger of,88339_0.txt
t,88339_0.txt
mob violence to call a special Grand,88339_0.txt
Jury and special petit jury to try the,88339_0.txt
"offender, and thereby give an opportunity",88339_0.txt
of meting out justice according-,88339_0.txt
permitted to take its course.,88339_1.txt
Lynching Inevitable.,88339_1.txt
""" It is a dangerous thing in a com-",88339_1.txt
"munity for a mob to be the Judge,",88339_1.txt
jury and executor. I fear that this,88339_1.txt
affair will be exploited in all of the,88339_1.txt
leading metropolitan papers of the,88339_1.txt
"East, and will be the means of giving",88339_1.txt
Hot Springs some more bad advertising,88339_1.txt
". At the same time, however, I",88339_1.txt
"feel sure from personal knowledge,",88339_1.txt
and from reports which have reached,88339_1.txt
me as to the members and determined,88339_1.txt
character of the mob which tyuch-,88339_1.txt
"ed this negro, that neither the",88339_1.txt
nor all the officers could have court pre-,88339_1.txt
ready for emergency.,88340_0.txt
Negro Lynched in California.,88340_0.txt
"Bakersfield, Cal., Sept. 23.- The",88340_0.txt
"lynching of a negro in the desert, 10",88340_0.txt
"miles east of Mojave, by men alleged",88340_0.txt
to be employed on the Los Angeles,88340_0.txt
"aqueduét, was reported. It is said",88340_0.txt
the negro attacked the- year- old,88340_0.txt
child of a woman homesteader 6.,88340_0.txt
The negroes escaped after the,88341_0.txt
shooting and were later captured in,88341_0.txt
"Monroe, La.",88341_0.txt
They were brought,88341_0.txt
back to the scene of their crime and,88341_0.txt
a mob scon formed to lynch the ne-,88341_0.txt
groes. The officers spirited the,88341_0.txt
Picketts away and traveled all night,88341_0.txt
"on foot, reaching a railroad again early",88341_0.txt
"the next morning, taking the ne-",88341_0.txt
groes to Pine Bluff and then Little,88341_0.txt
Rock for safe keeping.,88341_0.txt
When the Picketts were taken back,88341_0.txt
to Hampton for trial it was all the officers,88341_0.txt
"could do to prevent a lynching,",88341_0.txt
and a change of venue was granted,88341_0.txt
to Union county. The had,88341_0.txt
negroes,88341_0.txt
to be spirited away again to prevent,88341_0.txt
tl.eir falling into the hands of a mob.,88341_0.txt
At El Dorado the local military company,88341_0.txt
had to be called out during the,88341_0.txt
"trail of the Picketts, to prevent a",88341_0.txt
lynching. The negroes were convicted,88341_0.txt
and sentenced to serve 21 years,88341_0.txt
"each in the penitentiary, but the Supreme",88341_0.txt
Court last October reversed,88341_0.txt
this decision and the men were left,88341_0.txt
in the penitentiary awaitinng the time,88341_0.txt
to come when they would receive a,88341_0.txt
new trial.,88341_0.txt
Wilson Pickett died about two,88341_0.txt
"n.onths ago of fever, and Henry Pick",88341_0.txt
ett was never well after his brother,88341_0.txt
was taken to the penitentiary,88341_0.txt
yard. grave,88341_0.txt
"Pueblo, Colo., Sept. 15.- Efforts of",88342_0.txt
the authorities have failed to develop,88342_0.txt
any elew to the identity of members,88342_0.txt
of the mob that lynched- Jose Gon-,88342_0.txt
zales and Salvador Artez Saturday,88342_0.txt
night.,88342_0.txt
is no excitement whatever,88342_0.txt
following There the lynching.,88342_0.txt
"Reno, Nev., Jan. 21.- An attempt to",88343_0.txt
lynch an unknown negro was made,88343_0.txt
here Friday; the negro being suspected,88343_0.txt
of having tried to kill Mrs. James E.,88343_0.txt
"Harper, a prominent woman of this",88343_0.txt
piace. who is so seriously injured that,88343_0.txt
she can not recover. Mrs. Harper's,88343_0.txt
"assailant broke into her house and,",88343_0.txt
"with an ax, struck her as she lay in",88343_0.txt
bed with her two children. He then,88343_0.txt
dragged her body into a woodshed and,88343_0.txt
was preparing to sever her head from,88343_0.txt
the body when he was frightened away,88343_0.txt
by the children's cry for help. A,88343_0.txt
strange negro was arrested by a citizen,88343_0.txt
", and' the sight of the man taking",88343_0.txt
his prisoner to the county jail at the,88343_0.txt
point of a shotgun caused the formation,88343_0.txt
of a mob of a thousand people.,88343_0.txt
The negro barely escaped lynching. He,88343_0.txt
partially answers the description,88343_0.txt
by the Harper children. given,88343_0.txt
The county building in Omaha being attacked by the mob during the race riot that culminated in the lynching,88344_0.txt
"of a negro prisoner and vicious assault on Mayor Ed Smith, who is shown at the right. The county building was",88344_0.txt
"set afire, the damage being a about a million dollars.",88344_0.txt
Oklahomans Lynch Negro.,88345_0.txt
"Shawnee, Okla., Aug. 6.- Ed Perry,",88345_0.txt
charged wtih numerous,88345_0.txt
"negro,",88345_0.txt
a,88345_0.txt
"crimes, was taken from officers today",88345_0.txt
by an orderly mob and lynched on,88345_0.txt
the scene of one of his murders. He,88345_0.txt
of killing two women,88345_0.txt
was accused,88345_0.txt
said to have confessed to a,88345_0.txt
and,88345_0.txt
score is of attacks on women.,88345_0.txt
Rumors were rife here yesterday,88345_1.txt
"evening, one being to the effect that",88345_1.txt
an attempt had been made to lynch,88345_1.txt
"the accused. Inquiry, proved this to",88345_1.txt
be without foundation. Another was,88345_1.txt
to the effect that the step- father and,88345_1.txt
mother of the girl had offered to,88345_1.txt
drop the prosecution in consideration,88345_1.txt
"of the payment of$ 5,000. This",88345_1.txt
also denied. was,88345_1.txt
Confessed Slayer of Inoffensive Gardener,88346_0.txt
Lynched.,88346_0.txt
"Neuhardt, July 9.- Confronted with",88346_0.txt
"evidence of his guilt, Warren Fox,",88346_0.txt
"negro, confessed to the murder of",88346_0.txt
John Millet. French gardener in the,88346_0.txt
"employ of G. W. Simms, on his plantation",88346_0.txt
"at Kanema, Ark., and was",88346_0.txt
hanged by unidentified men near the,88346_0.txt
scene of the crime.,88346_0.txt
The dead body of Millett was found,88346_0.txt
in his tent on the morning of July,88346_0.txt
7. had been stabbed and his,88346_0.txt
body He robbed.,88346_0.txt
Kentuckians Work So Quietly That,88347_0.txt
None Knew of Lynching Until,88347_0.txt
Mob Had Dispersed.,88347_0.txt
"Henderson, Ken., Nov. 28.- Ellis",88347_0.txt
"Buckner, a negro who was arrested",88347_0.txt
Friday on a charge of detaining pretty,88347_0.txt
"Miss Mary Hardin against her will,",88347_0.txt
was taken from the jai! early today,88347_0.txt
and hanged to a tree on the river,88347_0.txt
front. So quietly did the mob work,88347_0.txt
that no knew of the lynching until,88347_0.txt
after one the lynchers had dispersed.,88347_0.txt
"While searching for the negro, the",88348_0.txt
"Smithville mob found, hanging to a",88348_0.txt
"tree, the body of a Mexican taken",88348_0.txt
from officers and hung earlier in,88348_0.txt
evening. the,88348_0.txt
NEGRO CAUGHT AND,88348_0.txt
SHOT TO PIECES.,88348_0.txt
By Associated Press.,88348_0.txt
"Smithville, Tex., Feb. 17.- The negro",88348_0.txt
charged with criminally asault-,88348_0.txt
ing Mrs. Powell Tiffany was caught,88348_0.txt
late last night and shot to pieces by,88348_0.txt
mob. He was identified and made,88348_0.txt
the a full confession. He was run to earth,88348_0.txt
"Jesse Phillips, who shot and killed",88349_0.txt
"Lucius Reed, a plantation manager",88349_0.txt
"at Cleveland, Miss., was captured by",88349_0.txt
a mob and lynched,88349_0.txt
The.,88349_0.txt
Gov. Longino has offered a reward,88349_1.txt
of$ 100 for the arrest and conviction,88349_1.txt
of each party who took part,88349_1.txt
in the lynching of Italians at,88349_1.txt
Erwin last week. two,88349_1.txt
Texan Kills Texan in Illinois.,88350_0.txt
"Waterloo, Ill., Nov. 3.-J. S. Rabb",88350_0.txt
"and DeWitt Wilcoxson, who shot and",88350_0.txt
"killed John Maher of Tyler, Texas,",88350_0.txt
"early today, were captured near the",88350_0.txt
"scene of the crime this afternoon, after",88350_0.txt
a pitched battle in the woods. Wil-,88350_0.txt
Coxson was shot four times and is,88350_0.txt
dying. Capt. Herman Wagner of the,88350_0.txt
Waterloo police force,88350_0.txt
was shot,88350_0.txt
"through the arm. Rabb, who shot",88350_0.txt
"Maher without provocation, was res-",88350_0.txt
cued from a mob bent on,88350_0.txt
"him. Rabb is from Beaumont lynching, Texas.",88350_0.txt
madly in love with her.,88351_0.txt
"What then happens, how the Japa-",88351_0.txt
nese friend attempts to make her fulfill,88351_0.txt
"her bargain and failing, brands",88351_0.txt
"her with his private mark, what the",88351_0.txt
woman does and all the complica-|,88351_0.txt
"tions that arise, which nearly end in",88351_0.txt
a mob lynching the Japanese friend-,88351_0.txt
all this is told in a way that makes,88351_0.txt
this one of the very greatest and,88351_0.txt
most startling and sensational,88351_0.txt
plays of the year. photo-,88351_0.txt
Louisiana Mob Lynched White Man.,88352_0.txt
"Monroe, La., May 30.- A mob en",88352_0.txt
gaged a special train here Monday,88352_0.txt
"night and went to Tallulah, La., where",88352_0.txt
they forced the jail and hanged R. L.,88352_0.txt
"Rogers, a white man, the alleged murderer",88352_0.txt
"of Jesse Brown, a prominent",88352_0.txt
"merchant at Girard, La. Brown was",88352_0.txt
"killed February 19, 1904. Rogers was",88352_0.txt
tried and found guilty. He got a,88352_0.txt
change of venue and a mistrial was,88352_0.txt
ordered. He was discharged on a,88352_0.txt
